"","codigo","municipio","estado","ano","populacao_atendida_abst_agua_numhab","vol_produzido_ano_1000","vol_tratado_ano_1000","populacao_urbana_abst_agua_numhab"
"763",280220,"Feira Nova","SE",2015,5385,673.82,673.82,3636
"764",280230,"Frei Paulo","SE",2015,14689,965.79,965.79,8739
"765",280240,"Gararu","SE",2015,10421,967.79,917.84,2332
"766",280260,"Gracho Cardoso","SE",2015,5767,551.88,551.88,2756
"767",280310,"Itabi","SE",2015,4923,832.35,832.35,2747
"768",280370,"Macambira","SE",2015,5760,348,348,3176
"769",280420,"Monte Alegre de Sergipe","SE",2015,12572,1793.61,1793.61,8554
"770",280445,"Nossa Senhora Aparecida","SE",2015,8724,689.85,689.85,3534
"771",280450,"Nossa Senhora da Glória","SE",2015,35129,3725.19,3725.19,23453
"772",280460,"Nossa Senhora das Dores","SE",2015,24208,1673.16,1635.77,16368
"773",280470,"Nossa Senhora de Lourdes","SE",2015,6246,965.79,965.79,3300
"774",280500,"Pedra Mole","SE",2015,3139,206.95,206.95,1269
"775",280520,"Pinhão","SE",2015,5424,394.2,394.2,3397
"776",280540,"Poço Redondo","SE",2015,18346,2759.4,2759.4,8328
"777",280550,"Poço Verde","SE",2015,20069,1201.52,0,12942
"778",280560,"Porto da Folha","SE",2015,27942,3311.28,3204.88,10308
"779",280570,"Propriá","SE",2015,28135,3845.98,3845.98,25123
"780",280600,"Ribeirópolis","SE",2015,16400,1155,0,12231
"781",280700,"São Miguel do Aleixo","SE",2015,2971,275.94,275.94,1750
"782",280710,"Simão Dias","SE",2015,28171,2645.46,2645.46,20912
"783",280730,"Telha","SE",2015,3113,528.65,528.65,1190
"784",280740,"Tobias Barreto","SE",2015,40134,2628,2597.37,32229
"785",290010,"Abaíra","BA",2015,NA,NA,NA,NA
"786",290020,"Abaré","BA",2015,12855,634.06,634.06,10357
"787",290035,"Adustina","BA",2015,10107,0,0,6087
"788",290040,"Água Fria","BA",2015,8123,360.8,0,6259
"789",290050,"Érico Cardoso","BA",2015,4633,235,119,1022
"790",290100,"Amargosa","BA",2015,32742,1262.72,1262.72,27395
"791",290115,"América Dourada","BA",2015,13822,645.83,645.83,11485
"792",290120,"Anagé","BA",2015,6350,313.23,313.23,3878
"793",290130,"Andaraí","BA",2015,8580,366.71,366.71,7641
"794",290135,"Andorinha","BA",2015,9908,0,0,6370
"795",290150,"Anguera","BA",2015,8236,372.42,372.42,4772
"796",290160,"Antas","BA",2015,10872,438.83,0,7146
"797",290170,"Antônio Cardoso","BA",2015,4979,174.48,174.48,3412
"798",290180,"Antônio Gonçalves","BA",2015,9127,341.67,341.67,6398
"799",290200,"Aracatu","BA",2015,5902,244.89,244.89,4037
"800",290210,"Araci","BA",2015,26781,952.17,0,21432
"801",290260,"Baixa Grande","BA",2015,12765,646.74,646.74,8811
"802",290265,"Banzaê","BA",2015,5684,238.88,0,4691
"803",290270,"Barra","BA",2015,NA,NA,NA,NA
"804",290280,"Barra da Estiva","BA",2015,18982,803.85,303.85,9700
"805",290290,"Barra do Choça","BA",2015,29022,1100.84,1100.84,22449
"806",290300,"Barra do Mendes","BA",2015,11336,501.35,501.35,6497
"807",290323,"Barro Alto","BA",2015,6393,216.72,216.72,6393
"808",290327,"Barrocas","BA",2015,11441,0,0,5880
"809",290350,"Belo Campo","BA",2015,6777,0,0,6777
"810",290360,"Biritinga","BA",2015,7002,733.64,0,3745
"811",290370,"Boa Nova","BA",2015,9110,403.56,403.56,5490
"812",290380,"Boa Vista do Tupim","BA",2015,13333,408.69,408.69,6837
"813",290390,"Bom Jesus da Lapa","BA",2015,69526,4080,4080,47204
"814",290395,"Bom Jesus da Serra","BA",2015,4340,185.53,185.53,2889
"815",290400,"Boninal","BA",2015,5619,211.66,0,4906
"816",290405,"Bonito","BA",2015,6921,221.78,221.78,6921
"817",290410,"Boquira","BA",2015,NA,NA,NA,NA
"818",290420,"Botuporã","BA",2015,5916,284.22,284.22,4027
"819",290430,"Brejões","BA",2015,13803,577.58,577.58,5259
"820",290440,"Brejolândia","BA",2015,2983,130.95,130.95,1916
"821",290450,"Brotas de Macaúbas","BA",2015,4033,143.5,114.67,3221
"822",290460,"Brumado","BA",2015,61083,3330.88,3330.88,48382
"823",290475,"Buritirama","BA",2015,NA,NA,NA,NA
"824",290480,"Caatiba","BA",2015,7142,230.31,230.31,4805
"825",290485,"Cabaceiras do Paraguaçu","BA",2015,9126,297.89,297.89,5087
"826",290500,"Caculé","BA",2015,19306,927.15,927.15,14092
"827",290510,"Caém","BA",2015,4596,58.82,58.82,2948
"828",290515,"Caetanos","BA",2015,3940,133.42,133.42,3856
"829",290520,"Caetité","BA",2015,38201,1501.34,1426.4,31450
"830",290530,"Cafarnaum","BA",2015,12016,536.03,536.03,11475
"831",290550,"Caldeirão Grande","BA",2015,8217,432.11,432.11,4978
"832",290590,"Campo Alegre de Lourdes","BA",2015,8650,420,0,8650
"833",290600,"Campo Formoso","BA",2015,31833,1237.21,1237.21,26974
"834",290620,"Canarana","BA",2015,18827,900.12,900.12,12557
"835",290640,"Candeal","BA",2015,4651,232.47,232.47,3521
"836",290660,"Candiba","BA",2015,10771,530.75,530.75,8577
"837",290670,"Cândido Sales","BA",2015,16524,738.26,738.26,16524
"838",290680,"Cansanção","BA",2015,26650,1626.22,0,11800
"839",290682,"Canudos","BA",2015,11000,535.83,82.3,9497
"840",290685,"Capela do Alto Alegre","BA",2015,9161,449.96,449.96,5882
"841",290687,"Capim Grosso","BA",2015,29346,1331.76,1331.76,24029
"842",290689,"Caraíbas","BA",2015,3431,151.96,151.96,2462
"843",290710,"Carinhanha","BA",2015,22975,1955,1915,13283
"844",290720,"Casa Nova","BA",2015,55000,4283.54,3994.71,34000
"845",290730,"Castro Alves","BA",2015,22849,1063.96,1063.96,16845
"846",290755,"Caturama","BA",2015,5737,266.68,266.68,2621
"847",290760,"Central","BA",2015,14614,742.63,742.63,8697
"848",290770,"Chorrochó","BA",2015,7452,342.51,342.51,2824
"849",290780,"Cícero Dantas","BA",2015,24355,3201.37,0,18921
"850",290790,"Cipó","BA",2015,13169,609.7,0,12610
"851",290810,"Cocos","BA",2015,NA,NA,NA,NA
"852",290840,"Conceição do Coité","BA",2015,53481,57.01,57.01,39848
"853",290870,"Condeúba","BA",2015,9152,412.91,412.91,8067
"854",290880,"Contendas do Sincorá","BA",2015,3011,147.54,147.54,2131
"855",290900,"Cordeiros","BA",2015,4956,211.76,211.76,2759
"856",290910,"Coribe","BA",2015,14210,1478,478,6099
"857",290920,"Coronel João Sá","BA",2015,10989,452.71,0,7056
"858",290950,"Cravolândia","BA",2015,3279,134.52,134.52,3279
"859",290960,"Crisópolis","BA",2015,9306,354.22,0,9287
"860",290990,"Curaçá","BA",2015,30291,2864.23,2564.23,14557
"861",291010,"Dom Basílio","BA",2015,NA,NA,NA,NA
"862",291030,"Elísio Medrado","BA",2015,3751,145.52,145.52,3447
"863",291040,"Encruzilhada","BA",2015,6196,242.7,242.7,4389
"864",291070,"Euclides da Cunha","BA",2015,44731,1760.48,0,29548
"865",291075,"Fátima","BA",2015,16647,785.03,0,7241
"866",291077,"Feira da Mata","BA",2015,NA,NA,NA,NA
"867",291080,"Feira de Santana","BA",2015,581908,35389.53,35389.53,565540
"868",291085,"Filadélfia","BA",2015,12141,628.18,628.18,9476
"869",291125,"Gavião","BA",2015,3380,118.44,118.44,2622
"870",291130,"Gentio do Ouro","BA",2015,3778,167.05,75.87,3778
"871",291140,"Glória","BA",2015,11679,514.81,514.81,3014
"872",291165,"Guajeru","BA",2015,3289,137.27,137.27,1756
"873",291170,"Guanambi","BA",2015,85797,4401.56,4401.56,68092
"874",291185,"Heliópolis","BA",2015,8173,0,0,5663
"875",291190,"Iaçu","BA",2015,26056,1101.92,1101.92,20514
"876",291200,"Ibiassucê","BA",2015,7669,327.99,327.99,4912
"877",291220,"Ibicoara","BA",2015,4572,171.31,171.31,4572
"878",291240,"Ibipeba","BA",2015,13725,683.46,683.46,9188
"879",291250,"Ibipitanga","BA",2015,8256,308.76,308.76,5564
"880",291260,"Ibiquera","BA",2015,3358,137.02,137.02,2609
"881",291300,"Ibitiara","BA",2015,3638,107.4,0,3638
"882",291310,"Ibititá","BA",2015,18455,931.9,931.9,8753
"883",291320,"Ibotirama","BA",2015,24471,1113.66,1113.66,21212
"884",291330,"Ichu","BA",2015,5001,216.84,216.84,4041
"885",291340,"Igaporã","BA",2015,NA,NA,NA,NA
"886",291350,"Iguaí","BA",2015,15614,655.06,655.06,15614
"887",291370,"Inhambupe","BA",2015,23007,856.76,0,17620
"888",291380,"Ipecaetá","BA",2015,8775,433.59,433.59,2670
"889",291400,"Ipirá","BA",2015,45194,2012.9,2000.11,30354
"890",291410,"Ipupiara","BA",2015,7688,305.8,0,6512
"891",291420,"Irajuba","BA",2015,4283,0,0,3493
"892",291430,"Iramaia","BA",2015,7724,369.52,369.52,4727
"893",291440,"Iraquara","BA",2015,8172,348.72,0,7476
"894",291460,"Irecê","BA",2015,73380,3876.43,3876.43,67656
"895",291470,"Itaberaba","BA",2015,66310,3135.17,3135.17,52166
"896",291500,"Itaeté","BA",2015,7050,260.41,260.41,6842
"897",291510,"Itagi","BA",2015,11077,463.18,463.18,10451
"898",291535,"Itaguaçu da Bahia","BA",2015,4447,195.05,195.05,2885
"899",291580,"Itambé","BA",2015,19381,841.72,841.72,19381
"900",291640,"Itapetinga","BA",2015,76184,5695.08,5695.08,73956
"901",291650,"Itapicuru","BA",2015,18577,730.65,0,7446
"902",291670,"Itaquara","BA",2015,5229,212.63,212.63,5113
"903",291680,"Itarantim","BA",2015,16014,729.89,729.89,16014
"904",291685,"Itatim","BA",2015,14657,681.88,681.88,10280
"905",291690,"Itiruçu","BA",2015,9899,184.46,149,8455
"906",291700,"Itiúba","BA",2015,16097,560.22,560.22,10338
"907",291710,"Itororó","BA",2015,18460,3105,3105,18460
"908",291720,"Ituaçu","BA",2015,8253,414.62,414.62,7032
"909",291733,"Iuiú","BA",2015,6477,224.66,224.66,5493
"910",291740,"Jacaraci","BA",2015,4227,157.08,0,4227
"911",291750,"Jacobina","BA",2015,68244,4138.29,4138.29,59791
"912",291760,"Jaguaquara","BA",2015,46893,1757.96,1757.96,42230
"913",291770,"Jaguarari","BA",2015,21244,2004.14,2004.14,18168
"914",291800,"Jequié","BA",2015,161528,8200.98,8200.98,148268
"915",291810,"Jeremoabo","BA",2015,22608,1280.65,1003.47,19020
"916",291835,"João Dourado","BA",2015,22003,1025.82,1025.82,15129
"917",291840,"Juazeiro","BA",2015,211971,21432,21432,177309
"918",291850,"Jussara","BA",2015,15630,720.96,720.96,10579
"919",291860,"Jussiape","BA",2015,3758,201.18,201.18,2762
"920",291870,"Lafaiete Coutinho","BA",2015,2512,91.26,91.26,2168
"921",291875,"Lagoa Real","BA",2015,4416,148.91,148.91,3184
"922",291900,"Lajedinho","BA",2015,2595,158.85,158.85,1257
"923",291905,"Lajedo do Tabocal","BA",2015,4499,363.3,363.3,4499
"924",291910,"Lamarão","BA",2015,6109,90.49,0,2059
"925",291915,"Lapão","BA",2015,26684,1296,1296,10785
"926",291930,"Lençóis","BA",2015,8683,400.54,400.54,8683
"927",291940,"Licínio de Almeida","BA",2015,5705,144.13,144.13,5705
"928",291950,"Livramento de Nossa Senhora","BA",2015,28768,1674.97,1674.97,22137
"929",291960,"Macajuba","BA",2015,9759,472.15,472.15,7243
"930",291970,"Macarani","BA",2015,14847,988.19,988.19,14847
"931",291980,"Macaúbas","BA",2015,45968,1894.3,1324.01,16449
"932",291990,"Macururé","BA",2015,4000,190,0,2000
"933",291995,"Maetinga","BA",2015,4364,215.8,215.8,2071
"934",292000,"Maiquinique","BA",2015,7387,402.52,402.52,7387
"935",292010,"Mairi","BA",2015,12158,359.12,359.12,11558
"936",292020,"Malhada","BA",2015,9673,429.98,429.98,7006
"937",292030,"Malhada de Pedras","BA",2015,3794,0,0,3397
"938",292040,"Manoel Vitorino","BA",2015,6880,235.88,235.88,6880
"939",292050,"Maracás","BA",2015,15050,564.42,546.51,13455
"940",292080,"Marcionílio Souza","BA",2015,7619,264.02,264.02,5540
"941",292105,"Matina","BA",2015,4930,191.5,191.5,3837
"942",292120,"Miguel Calmon","BA",2015,20084,929.98,929.98,16710
"943",292130,"Milagres","BA",2015,10169,545.92,545.92,8812
"944",292140,"Mirangaba","BA",2015,3279,111.74,0,3279
"945",292145,"Mirante","BA",2015,2739,100.86,100.86,1705
"946",292150,"Monte Santo","BA",2015,18979,1175.01,0,9250
"947",292160,"Morpará","BA",2015,6239,278.58,278.58,5997
"948",292170,"Morro do Chapéu","BA",2015,23383,832.02,0,21162
"949",292180,"Mortugaba","BA",2015,7169,251.61,251.61,5887
"950",292190,"Mucugê","BA",2015,10244,750.5,450.5,4061
"951",292205,"Mulungu do Morro","BA",2015,7095,256.53,256.53,5895
"952",292210,"Mundo Novo","BA",2015,17951,684.78,684.78,15083
"953",292225,"Muquém de São Francisco","BA",2015,2648,121.78,121.78,1436
"954",292265,"Nordestina","BA",2015,9378,565.07,0,4222
"955",292270,"Nova Canaã","BA",2015,7451,369.61,369.61,7003
"956",292273,"Nova Fátima","BA",2015,8125,311.35,311.35,5423
"957",292280,"Nova Itarana","BA",2015,4449,206.75,206.75,3035
"958",292285,"Nova Redenção","BA",2015,6497,248.22,248.22,6173
"959",292290,"Nova Soure","BA",2015,13981,564.63,0,12565
"960",292303,"Novo Horizonte","BA",2015,221,0,0,221
"961",292305,"Novo Triunfo","BA",2015,7487,204.87,0,7487
"962",292310,"Olindina","BA",2015,14838,555.08,0,13733
"963",292320,"Oliveira dos Brejinhos","BA",2015,6858,357,357,6858
"964",292335,"Ourolândia","BA",2015,7760,303.52,303.52,6862
"965",292340,"Palmas de Monte Alto","BA",2015,10935,509.35,509.35,10609
"966",292350,"Palmeiras","BA",2015,5213,248.54,0,5213
"967",292360,"Paramirim","BA",2015,22077,1065.22,1065.22,10543
"968",292370,"Paratinga","BA",2015,NA,NA,NA,NA
"969",292380,"Paripiranga","BA",2015,20061,0,0,10254
"970",292400,"Paulo Afonso","BA",2015,104423,7371.58,7371.58,101289
"971",292405,"Pé de Serra","BA",2015,8829,293.14,280.35,5445
"972",292420,"Pedro Alexandre","BA",2015,5697,0,0,2973
"973",292430,"Piatã","BA",2015,NA,NA,NA,NA
"974",292440,"Pilão Arcado","BA",2015,NA,NA,NA,NA
"975",292450,"Pindaí","BA",2015,4410,230.29,230.29,4410
"976",292460,"Pindobaçu","BA",2015,NA,NA,NA,NA
"977",292465,"Pintadas","BA",2015,6832,201.63,201.63,6066
"978",292470,"Piripá","BA",2015,6262,241.31,241.31,5931
"979",292480,"Piritiba","BA",2015,18142,749.22,749.22,16480
"980",292490,"Planaltino","BA",2015,4244,127.4,127.4,3909
"981",292500,"Planalto","BA",2015,18837,803.05,803.05,16175
"982",292510,"Poções","BA",2015,41921,1866.83,1866.83,37782
"983",292525,"Ponto Novo","BA",2015,16044,843.28,843.28,8632
"984",292540,"Potiraguá","BA",2015,7723,477.62,477.62,5425
"985",292560,"Presidente Dutra","BA",2015,14712,784.53,784.53,9690
"986",292570,"Presidente Jânio Quadros","BA",2015,5819,210.18,210.18,4052
"987",292580,"Queimadas","BA",2015,15568,720.28,720.28,13244
"988",292590,"Quijingue","BA",2015,18894,938.19,0,6711
"989",292593,"Quixabeira","BA",2015,8461,312.29,312.29,3847
"990",292595,"Rafael Jambeiro","BA",2015,11277,588.69,588.69,7292
"991",292600,"Remanso","BA",2015,18752,3315.22,3315.22,18752
"992",292610,"Retirolândia","BA",2015,10117,0,0,7427
"993",292630,"Riachão do Jacuípe","BA",2015,29278,1332.78,1332.78,21196
"994",292640,"Riacho de Santana","BA",2015,NA,NA,NA,NA
"995",292650,"Ribeira do Amparo","BA",2015,1741,94.7,0,1741
"996",292660,"Ribeira do Pombal","BA",2015,38973,1797.48,0,32198
"997",292665,"Ribeirão do Largo","BA",2015,407,17.74,17.74,0
"998",292670,"Rio de Contas","BA",2015,7062,371.8,371.8,6604
"999",292680,"Rio do Antônio","BA",2015,11876,509.29,509.29,6322
"1000",292690,"Rio do Pires","BA",2015,6385,281.12,281.12,5340
"1001",292710,"Rodelas","BA",2015,7912,265,0,6655
"1002",292720,"Ruy Barbosa","BA",2015,24937,1135.44,1108.24,23557
"1003",292750,"Santa Bárbara","BA",2015,13243,922.06,922.06,9437
"1004",292760,"Santa Brígida","BA",2015,9690,0,0,5626
"1005",292790,"Santa Inês","BA",2015,9225,401.43,401.43,9225
"1006",292800,"Santaluz","BA",2015,29744,1030.65,1030.65,22686
"1007",292820,"Santana","BA",2015,19658,854.01,854.01,14850
"1008",292830,"Santanópolis","BA",2015,4791,318.12,318.12,1812
"1009",292850,"Santa Teresinha","BA",2015,7706,394.28,394.28,2561
"1010",292880,"Santo Estêvão","BA",2015,41856,2247.59,2247.59,30763
"1011",292895,"São Domingos","BA",2015,8977,323.97,323.97,6333
"1012",292905,"São Félix do Coribe","BA",2015,12696,907.39,907.39,10663
"1013",292925,"São Gabriel","BA",2015,18441,840.88,840.88,11129
"1014",292937,"São José do Jacuípe","BA",2015,8771,292.14,292.14,7596
"1015",292970,"Sátiro Dias","BA",2015,8199,304.1,0,4642
"1016",292980,"Saúde","BA",2015,8523,237.19,237.19,7148
"1017",292990,"Seabra","BA",2015,25221,733.96,151.77,21928
"1018",293000,"Sebastião Laranjeiras","BA",2015,10740,920,920,4540
"1019",293010,"Senhor do Bonfim","BA",2015,79416,3779.41,3696.76,62912
"1020",293015,"Serra do Ramalho","BA",2015,NA,NA,NA,NA
"1021",293020,"Sento Sé","BA",2015,NA,NA,NA,NA
"1022",293030,"Serra Dourada","BA",2015,11274,491.59,491.59,6094
"1023",293040,"Serra Preta","BA",2015,9005,508.23,508.23,6898
"1024",293050,"Serrinha","BA",2015,76904,7873.65,0,51192
"1025",293060,"Serrolândia","BA",2015,13373,622.59,622.59,7886
"1026",293075,"Sítio do Mato","BA",2015,NA,NA,NA,NA
"1027",293076,"Sítio do Quinto","BA",2015,8079,301.23,0,4833
"1028",293077,"Sobradinho","BA",2015,23583,1125.58,1125.58,21412
"1029",293080,"Souto Soares","BA",2015,7749,241.16,241.16,6583
"1030",293090,"Tabocas do Brejo Velho","BA",2015,11763,584.64,234.64,4480
"1031",293100,"Tanhaçu","BA",2015,11642,683.57,683.57,8816
"1032",293105,"Tanque Novo","BA",2015,11281,548.52,548.52,8031
"1033",293110,"Tanquinho","BA",2015,7220,433.44,433.44,6100
"1034",293130,"Tapiramutá","BA",2015,13365,335.53,335.53,13365
"1035",293150,"Teofilândia","BA",2015,19836,1703.91,0,7168
"1036",293180,"Tremedal","BA",2015,4894,246.74,246.74,4207
"1037",293190,"Tucano","BA",2015,28873,1248.09,2.26,23365
"1038",293200,"Uauá","BA",2015,15999,1123.19,1123.19,11112
"1039",293210,"Ubaíra","BA",2015,9971,448.75,448.75,9283
"1040",293240,"Uibaí","BA",2015,14483,772.97,772.97,8834
"1041",293245,"Umburanas","BA",2015,9656,267.23,267.23,8418
"1042",293260,"Urandi","BA",2015,NA,NA,NA,NA
"1043",293280,"Utinga","BA",2015,14085,472.37,472.37,13811
"1044",293300,"Valente","BA",2015,23287,794.44,794.44,15324
"1045",293305,"Várzea da Roça","BA",2015,12471,471.81,471.81,6924
"1046",293310,"Várzea do Poço","BA",2015,7435,295.38,295.38,6167
"1047",293315,"Várzea Nova","BA",2015,11878,412,0,8813
"1048",293330,"Vitória da Conquista","BA",2015,343230,16241.13,16241.13,307296
"1049",293340,"Wagner","BA",2015,7266,253.07,253.07,7022
"1050",293360,"Xique-Xique","BA",2015,45562,5434.44,5434.44,32016
"1051",310100,"Águas Vermelhas","MG",2015,9451,474.4,474.4,9451
"1052",310170,"Almenara","MG",2015,33099,2023.49,2011.47,30852
"1053",310270,"Cachoeira de Pajeú","MG",2015,4235,151.97,142.79,4235
"1054",310340,"Araçuaí","MG",2015,25662,1529.03,1506.79,22651
"1055",310520,"Bandeira","MG",2015,3081,198.57,197.42,2382
"1056",310650,"Berilo","MG",2015,12143,290.03,247.68,2628
"1057",310665,"Berizal","MG",2015,2650,179.22,145.18,2650
"1058",310825,"Bonito de Minas","MG",2015,2436,141.38,0,2436
"1059",311270,"Capitão Enéas","MG",2015,9104,474.04,0,9104
"1060",311300,"Caraí","MG",2015,11322,373.56,363.11,6525
"1061",311547,"Catuti","MG",2015,2120,120.12,120.12,2120
"1062",311610,"Chapada do Norte","MG",2015,8094,271.13,263.25,4111
"1063",311700,"Comercinho","MG",2015,5705,186.54,177.91,3340
"1064",311783,"Cônego Marinho","MG",2015,2040,69.25,0,2040
"1065",311950,"Coronel Murta","MG",2015,6324,360.07,327.84,5260
"1066",312030,"Cristália","MG",2015,2670,159.74,159.74,2670
"1067",312087,"Curral de Dentro","MG",2015,5297,212.29,212.29,5297
"1068",312235,"Divisa Alegre","MG",2015,5575,276.16,276.16,5575
"1069",312245,"Divisópolis","MG",2015,7284,259,259,7284
"1070",312430,"Espinosa","MG",2015,18624,1408.06,1408.06,18624
"1071",312560,"Felisburgo","MG",2015,5420,276.52,273.06,5420
"1072",312650,"Francisco Badaró","MG",2015,6901,410.28,202.84,3201
"1073",312670,"Francisco Sá","MG",2015,15820,644.75,320.34,15667
"1074",312707,"Fruta de Leite","MG",2015,4347,101.23,0,1990
"1075",312733,"Gameleiras","MG",2015,NA,NA,NA,NA
"1076",312780,"Grão Mogol","MG",2015,6485,321.65,252.92,4504
"1077",312965,"Ibiracatu","MG",2015,3149,158.35,0,3149
"1078",313065,"Indaiabira","MG",2015,2657,120.9,59.52,2657
"1079",313210,"Itacarambi","MG",2015,12868,681.5,681.5,12868
"1080",313330,"Itaobim","MG",2015,17883,948.44,942.74,15430
"1081",313400,"Itinga","MG",2015,10246,478.98,469.58,6850
"1082",313470,"Jacinto","MG",2015,8136,419.39,412.3,6676
"1083",313505,"Jaíba","MG",2015,18288,996.41,996.41,18288
"1084",313510,"Janaúba","MG",2015,61985,3357.57,3357.57,61985
"1085",313520,"Januária","MG",2015,33868,2333.95,2333.95,33868
"1086",313535,"Japonvar","MG",2015,2430,152.55,0,2430
"1087",313545,"Jenipapo de Minas","MG",2015,6132,154.28,25.6,3009
"1088",313580,"Jequitinhonha","MG",2015,18745,1103.12,1085.88,15161
"1089",313600,"Joaíma","MG",2015,10646,504.18,500.72,8924
"1090",313650,"Jordânia","MG",2015,6705,391.86,391.86,6705
"1091",313652,"José Gonçalves de Minas","MG",2015,2040,50.44,0,1150
"1092",313657,"Josenópolis","MG",2015,3661,121.42,81.87,2512
"1093",313695,"Juvenília","MG",2015,3141,180.34,180.34,3141
"1094",313865,"Lontra","MG",2015,4622,242.15,168.16,4622
"1095",313925,"Mamonas","MG",2015,NA,NA,NA,NA
"1096",313930,"Manga","MG",2015,12034,710.54,710.54,12034
"1097",314055,"Mata Verde","MG",2015,6835,331.59,331.59,6835
"1098",314085,"Matias Cardoso","MG",2015,5103,331.31,224.64,5103
"1099",314100,"Mato Verde","MG",2015,9616,568.64,568.64,9616
"1100",314140,"Medina","MG",2015,15065,585.45,584.77,13847
"1101",314225,"Miravânia","MG",2015,1146,65.2,0,1146
"1102",314270,"Montalvânia","MG",2015,8578,595.17,595.17,8578
"1103",314290,"Monte Azul","MG",2015,12416,856.25,856.25,12416
"1104",314315,"Monte Formoso","MG",2015,3496,115.47,108.61,1780
"1105",314345,"Montezuma","MG",2015,3061,154.91,154.91,3061
"1106",314465,"Ninheira","MG",2015,2753,264.92,264.92,2753
"1107",314505,"Nova Porteirinha","MG",2015,4200,314.26,314.26,4200
"1108",314530,"Novo Cruzeiro","MG",2015,12482,570.79,560.42,8831
"1109",314537,"Novorizonte","MG",2015,5013,177.5,0,1810
"1110",314625,"Padre Carvalho","MG",2015,4907,185.14,145.58,3690
"1111",314630,"Padre Paraíso","MG",2015,10793,723.62,723.62,10793
"1112",314655,"Pai Pedro","MG",2015,1564,100.31,0,1564
"1113",314795,"Patis","MG",2015,2146,132.22,0,2146
"1114",314870,"Pedra Azul","MG",2015,18867,1125.29,1125.29,18867
"1115",314915,"Pedras de Maria da Cruz","MG",2015,5850,278.01,278.01,5850
"1116",315217,"Ponto dos Volantes","MG",2015,7254,264.92,217.14,4260
"1117",315220,"Porteirinha","MG",2015,19900,1610.89,1578.29,19900
"1118",315450,"Riacho dos Machados","MG",2015,3719,194.34,11.99,3719
"1119",315560,"Rio Pardo de Minas","MG",2015,10725,556.15,556.15,10725
"1120",315650,"Rubelita","MG",2015,6398,221.57,162.37,2217
"1121",315660,"Rubim","MG",2015,6738,286.81,286.81,6738
"1122",315700,"Salinas","MG",2015,38487,2286.32,2137.27,29422
"1123",315710,"Salto da Divisa","MG",2015,5539,325.99,325.99,5539
"1124",315737,"Santa Cruz de Salinas","MG",2015,2674,77.8,68.26,1147
"1125",315810,"Santa Maria do Salto","MG",2015,3819,204.58,198.35,3815
"1126",316045,"Santo Antônio do Retiro","MG",2015,1565,77.84,0,1565
"1127",316240,"São João da Ponte","MG",2015,6344,407.92,0,6344
"1128",316245,"São João das Missões","MG",2015,2337,179.27,0,2337
"1129",316270,"São João do Paraíso","MG",2015,10789,566.43,566.43,10789
"1130",316695,"Serranópolis de Minas","MG",2015,1840,98.44,98.44,1840
"1131",316800,"Taiobeiras","MG",2015,24527,1156.21,1099.61,22756
"1132",317065,"Vargem Grande do Rio Pardo","MG",2015,2552,119.12,119.12,2552
"1133",317090,"Varzelândia","MG",2015,9057,491.12,0,9057
"1134",317103,"Verdelândia","MG",2015,4967,266.57,246.66,4967
"1135",317160,"Virgem da Lapa","MG",2015,8889,496.97,496.97,6624
